a|/ə/
airport|/ˈeəpɔːt/
airship|/ˈeəʃɪp/
ayrshire|/ˈeəʃə(r)/
airsick|/ˈeəsɪk/
airsickness|/ˈeəsɪknəs/
airspace|/ˈeəspeɪs/
airspeed|/ˈeəspiːd/
airstream|/ˈeəstriːm/
airstrip|/ˈeəstrɪp/
airtight|/ˈeətaɪt/
airtime|/ˈeətaɪm/
airway|/ˈeəweɪ/
airwaves|/ˈeəweɪvz/
airwoman|/ˈeəwʊmən/
airworthy|/ˈeəwɜːði/
airworthiness|/ˈeəwɜːðinəs/
aisle|/aɪl/
aisling|/ˈæʃlɪŋ/
aitch|/eɪtʃ/
ajar|/əˈdʒɑː(r)/
ak|NA
aka|/ˌeɪ keɪ ˈeɪ/
akimbo|/əˈkɪmbəʊ/
akin|/əˈkɪn/
akinesia|/ˌeɪkɪˈniːsiə/
akinetic|/ˌeɪkɪˈnetɪk/
al|/æl/
alabama|/ˌæləˈbæmə/
alabaster|/ˈæləbɑːstə(r)/
alack|/əˈlæk/
alacrity|/əˈlækrəti/
aladdin|/əˈlædɪn/
alan|/ˌælən ˈbeɪts/
alarm|/əˈlɑːm/
alarmed|/əˈlɑːmd/
alarming|/əˈlɑːmɪŋ/
alarmingly|/əˈlɑːmɪŋli/
alarmist|/əˈlɑːmɪst/
alas|/əˈlæs/
alaska|/əˈlæskə/
alb|/ælb/
albany|/ˈɔːlbəni/
albania|/ælˈbeɪniə/
albanian|/ælˈbeɪniən/
albatross|/ˈælbətrɒs/
albeit|/ˌɔːlˈbiːɪt/
albert|/ˌælbət ʃəˈvælieɪ/
alberta|/ælˈbɜːtə/
albinism|/ˈælbɪnɪzəm/
albino|/ælˈbiːnəʊ/
albion|/ˈælbiən/
album|/ˈælbəm/
albumen|/ˈælbjumɪn/
albuquerque|/ˈælbəkɜːki/
alchemy|/ˈælkəmi/
alchemist|/ˈælkəmɪst/
alcheringa|/ˌæltʃəˈrɪŋɡə/
alcohol|/ˈælkəhɒl/
alcoholic|/ˌælkəˈhɒlɪk/
alcoholism|/ˈælkəhɒlɪzəm/
alcove|/ˈælkəʊv/
alder|/ˈɔːldə(r)/
alderman|/ˈɔːldəmən/
alderney|/ˈɔːldəni/
alderwoman|/ˈɔːldəwʊmən/
ale|/eɪl/
aleatory|/ˌæliˈeɪtəri/
alec|/ˈælɪk/
alehouse|/ˈeɪlhaʊs/
alert|/əˈlɜːt/
alertly|/əˈlɜːtli/
alertness|/əˈlɜːtnəs/
aleut|/ˈæliuːt/
alex|/ˈælɪks/
alexander|/ˌælɪɡzɑːndə ˈkɔːldə(r)/
alexandra|/ˌælɪɡˈzɑːndrə/
alexandrine|/ˌælɪɡˈzɑːndrɪn/
alexia|/əˈleksiə/
alexis|/əˈleksɪs/
alf|/ˌælf ˈɡɑːnɪt/
alfalfa|/ælˈfælfə/
alfred|/ˌælfrɪd ˈhɪtʃkɒk/
algae|/ˈældʒiː/
algal|/ˈælɡəl/
algebra|/ˈældʒɪbrə/
algebraic|/ˌældʒɪˈbreɪɪk/
algeria|/ælˈdʒɪəriə/
algerian|/ælˈdʒɪəriən/
algicide|/ˈældʒɪsaɪd/
algol|/ˈælɡɒl/
algonquian|/ælˈɡɒŋkwiən/
algorithm|/ˈælɡərɪðəm/
alia|/eɪliə/
alias|/ˈeɪliəs/
alibi|/ˈæləbaɪ/
alice|/ˈælɪs/
alien|/ˈeɪliən/
alienable|/ˈeɪliənəbl/
alienate|/ˈeɪliəneɪt/
alienation|/ˌeɪliəˈneɪʃn/
alight|/əˈlaɪt/
align|/əˈlaɪn/
alignment|/əˈlaɪnmənt/
alike|/əˈlaɪk/
alimony|/ˈælɪməni/
aliquot|/ˈælɪkwɒt/
alison|/ˈælɪsən/
alyssum|/ˈælɪsəm/
alive|/əˈlaɪv/
alkali|/ˈælkəlaɪ/
alkaline|/ˈælkəlaɪn/
alkalinity|/ˌælkəˈlɪnəti/
alkaloid|/ˈælkəlɔɪd/
alkane|/ˈælkeɪn/
alkene|/ˈælkiːn/
all|/ɔːl/
allah|/ˈælə/
allay|/əˈleɪ/
allegation|/ˌæləˈɡeɪʃn/
allege|/əˈledʒ/
alleged|/əˈledʒd/
allegedly|/əˈledʒɪdli/
allegiance|/əˈliːdʒəns/
allegory|/ˈæləɡəri/
allegorical|/ˌæləˈɡɒrɪkl/
allegorically|/ˌæləˈɡɒrɪkli/
allegro|/əˈleɡrəʊ/
alley|/ˈæli/
allele|/əˈliːl/
alleluia|/ˌælɪˈluːjə/
allergen|/ˈælədʒən/
allergy|/ˈælədʒi/
allergic|/əˈlɜːdʒɪk/
allergist|/ˈælədʒɪst/
alleviate|/əˈliːvieɪt/
alleviation|/əˌliːviˈeɪʃn/
ally|/ˈælaɪ/
alliance|/əˈlaɪəns/
allied|/ˈælaɪd/
alligator|/ˈælɪɡeɪtə(r)/
alliteration|/əˌlɪtəˈreɪʃn/
alliterative|/əˈlɪtrətɪv/
allium|/ˈæliəm/
allocate|/ˈæləkeɪt/
allocation|/ˌæləˈkeɪʃn/
allochthonous|/əˈlɒkθənəs/
alloy|/ˈælɔɪ/
allomorph|/ˈæləmɔːf/
allophone|/ˈæləfəʊn/
allosaurus|/ˌæləˈsɔːrəs/
allot|/əˈlɒt/
allotment|/əˈlɒtmənt/
allotrope|/ˈælətrəʊp/
allotropy|/əˈlɒtrəpi/
allow|/əˈlaʊ/
allowable|/əˈlaʊəbl/
allowance|/əˈlaʊəns/
allspice|/ˈɔːlspaɪs/
allure|/əˈlʊə(r)/
alluring|/əˈlʊərɪŋ/
alluringly|/əˈlʊərɪŋli/
allusion|/əˈluːʒn/
allusive|/əˈluːsɪv/
alluvial|/əˈluːviəl/
alluvium|/əˈluːviəm/
almanac|/ˈɔːlmənæk/
almighty|/ɔːlˈmaɪti/
almirah|/ælˈmaɪrə/
almond|/ˈɑːmənd/
almoner|/ˈɑːmənə(r)/
almost|/ˈɔːlməʊst/
alms|/ɑːmz/
almshouse|/ˈɑːmzhaʊs/
aloe|/ˈæləʊ/
aloft|/əˈlɒft/
aloha|/əˈləʊhə/
alone|/əˈləʊn/
along|/əˈlɒŋ/
alongside|/əˌlɒŋˈsaɪd/
aloof|/əˈluːf/
aloofness|/əˈluːfnəs/
alopecia|/ˌæləˈpiːʃə/
aloud|/əˈlaʊd/
alpaca|/ælˈpækə/
alpenhorn|/ˈælpənhɔːn/
alpha|/ˈælfə/
alphabet|/ˈælfəbet/
alphabetic|/ˌælfəˈbetɪk/
alphabetical|/ˌælfəˈbetɪkl/
alphabetically|/ˌælfəˈbetɪkli/
alphabetize|/ˈælfəbətaɪz/
alphanumeric|/ˌælfənjuːˈmerɪk/
alpine|/ˈælpaɪn/
alpinism|/ˈælpɪnɪzəm/
alpinist|/ˈælpɪnɪst/
already|/ɔːlˈredi/
alright|/ɔːlˈraɪt/
als|/ˌeɪ el ˈes/
alsatian|/ælˈseɪʃn/
also|/ˈɔːlsəʊ/
alt|/ɔːlt/
altar|/ˈɔːltə(r)/
altarpiece|/ˈɔːltəpiːs/
alter|/ˈɔːltə(r)/
alterable|/ˈɔːltərəbl/
alteration|/ˌɔːltəˈreɪʃn/
altercation|/ˌɔːltəˈkeɪʃn/
alternate|/ɔːlˈtɜːnət/
alternately|/ɔːlˈtɜːnətli/
alternation|/ˌɔːltəˈneɪʃn/
alternative|/ɔːlˈtɜːnətɪv/
alternatively|/ɔːlˈtɜːnətɪvli/
alternator|/ˈɔːltəneɪtə(r)/
althea|/ˈælθiə/
although|/ɔːlˈðəʊ/
altimeter|/ˈæltɪmiːtə(r)/
altitude|/ˈæltɪtjuːd/
alto|/ˈæltəʊ/
altocumulus|/ˌæltəʊˈkjuːmjʊləs/
altogether|/ˌɔːltəˈɡeðə(r)/
altostratus|/ˌæltəʊˈstrɑːtəs/
altruism|/ˈæltruɪzəm/
altruistic|/ˌæltruˈɪstɪk/
alum|/ˈæləm/
alumina|/əˈluːmɪnə/
aluminium|/ˌæljəˈmɪniəm/
alumna|/əˈlʌmnə/
alumni|/əˈlʌmnaɪ/
alumnus|/əˈlʌmnəs/
alveolar|/ælˈviːələ(r)/
alveolus|/ælˈviːələs/
always|/ˈɔːlweɪz/
am|/əm/
amah|/ˈɑːmə/
amalgam|/əˈmælɡəm/
amalgamate|/əˈmælɡəmeɪt/
amalgamation|/əˌmælɡəˈmeɪʃn/
amanda|/əˈmændə/
amanuensis|/əˌmænjuˈensɪs/
amaryllis|/ˌæməˈrɪlɪs/
amarillo|/ˌæməˈrɪləʊ/
amass|/əˈmæs/
amateur|/ˈæmətə(r)/
amateurish|/ˈæmətərɪʃ/
amateurism|/ˈæmətərɪzəm/
amatory|/ˈæmətəri/
amaze|/əˈmeɪz/
amazed|/əˈmeɪzd/
amazement|/əˈmeɪzmənt/
amazing|/əˈmeɪzɪŋ/
amazingly|/əˈmeɪzɪŋli/
amazon|/ˈæməzən/
ambassador|/æmˈbæsədə(r)/
ambassadorial|/æmˌbæsəˈdɔːriəl/
ambassadress|/æmˈbæsədres/
amber|/ˈæmbə(r)/
ambergris|/ˈæmbəɡriːs/
ambidextrous|/ˌæmbiˈdekstrəs/
ambience|/ˈæmbiəns/
ambient|/ˈæmbiənt/
ambiguity|/ˌæmbɪˈɡjuːəti/
ambiguous|/æmˈbɪɡjuəs/
ambiguously|/æmˈbɪɡjuəsli/
ambit|/ˈæmbɪt/
ambition|/æmˈbɪʃn/
ambitious|/æmˈbɪʃəs/
ambitiously|/æmˈbɪʃəsli/
ambivalence|/æmˈbɪvələns/
ambivalent|/æmˈbɪvələnt/
ambivalently|/æmˈbɪvələntli/
amble|/ˈæmbl/
ambrosia|/æmˈbrəʊziə/
ambulance|/ˈæmbjələns/
ambulant|/ˈæmbjələnt/
ambulatory|/ˈæmbjələtəri/
ambush|/ˈæmbʊʃ/
ameba|/əˈmiːbə/
amebic|/əˈmiːbɪk/
amelia|/əˈmiːliə/
ameliorate|/əˈmiːliəreɪt/
amelioration|/əˌmiːliəˈreɪʃn/
amen|/ɑːˈmen/
amenable|/əˈmiːnəbl/
amend|/əˈmend/
amendment|/əˈmendmənt/
amends|/əˈmendz/
amenity|/əˈmiːnəti/
amenorrhoea|/əˌmenəˈriːə/
america|NA
american|/əˈmerɪkən/
americana|/əˌmerɪˈkɑːnə/
americanism|/əˈmerɪkənɪzəm/
americanization|/əˌmerəkənaɪˈzeɪʃn/
americanize|/əˈmerɪkənaɪz/
americium|/ˌæməˈrɪsiəm/
amerindian|/ˌæməˈrɪndiən/
amethyst|/ˈæməθɪst/
amex|/ˈæmeks/
amy|/ˈeɪmi/
amiability|/ˌeɪmiəˈbɪləti/
amiable|/ˈeɪmiəbl/
amiably|/ˈeɪmiəbli/
amicable|/ˈæmɪkəbl/
amicably|/ˈæmɪkəbli/
amid|/əˈmɪd/
amidships|/əˈmɪdʃɪps/
amygdala|/əˈmɪɡdələ/
amigo|/əˈmiːɡəʊ/
amylase|/ˈæmɪleɪz/
amir|/eˈmɪə(r)/
amish|/ˈɑːmɪʃ/
amiss|/əˈmɪs/
amity|/ˈæməti/
amma|/ˈʌmɑː/
ammeter|/ˈæmiːtə(r)/
ammo|/ˈæməʊ/
ammonia|/əˈməʊniə/
ammonite|/ˈæmənaɪt/
ammonium|/əˈməʊniəm/
ammunition|/ˌæmjəˈnɪʃn/
amnesia|/æmˈniːziə/
amnesiac|/æmˈniːziæk/
amnesty|/ˈæmnəsti/
amniocentesis|/ˌæmniəʊsenˈtiːsɪs/
amnion|/ˈæmniən/
amoeba|/əˈmiːbə/
amoebic|/əˈmiːbɪk/
amok|/əˈmɒk/
among|/əˈmʌŋ/
amoral|/ˌeɪˈmɒrəl/
amorality|/ˌeɪməˈræləti/
amorous|/ˈæmərəs/
amorously|/ˈæmərəsli/
amorphous|/əˈmɔːfəs/
amortization|/əˌmɔːtaɪˈzeɪʃn/
amortize|/əˈmɔːtaɪz/
amount|/əˈmaʊnt/
amour|/əˈmʊə(r)/
amp|/æmp/
amperage|/ˈæmpərɪdʒ/
ampersand|/ˈæmpəsænd/
amphetamine|/æmˈfetəmiːn/
amphibian|/æmˈfɪbiən/
amphibious|/æmˈfɪbiəs/
amphitheatre|/ˈæmfɪθɪətə(r)/
amphora|/ˈæmfərə/
amphoteric|/ˌæmfəˈterɪk/
ampicillin|/ˌæmpɪˈsɪlɪn/
ample|/ˈæmpl/
amply|/ˈæmpli/
amplify|/ˈæmplɪfaɪ/
amplification|/ˌæmplɪfɪˈkeɪʃn/
amplifier|/ˈæmplɪfaɪə(r)/
amplitude|/ˈæmplɪtjuːd/
ampoule|/ˈæmpjuːl/
amputate|/ˈæmpjuteɪt/
amputation|/ˌæmpjuˈteɪʃn/
amputee|/ˌæmpjuˈtiː/
amulet|/ˈæmjʊlət/
amuse|/əˈmjuːz/
amused|/əˈmjuːzd/
amusement|/əˈmjuːzmənt/
amusing|/əˈmjuːzɪŋ/
amusingly|/əˈmjuːzɪŋli/
an|/ən/
ana|/ɑːnə/
anabaptist|/ˌænəˈbæptɪst/
anachronism|/əˈnækrənɪzəm/
anachronistic|/əˌnækrəˈnɪstɪk/
anaconda|/ˌænəˈkɒndə/
anaemia|/əˈniːmiə/
anaemic|/əˈniːmɪk/
anaerobic|/ˌænəˈrəʊbɪk/
anaesthesia|/ˌænəsˈθiːziə/
anaesthesiologist|/ˌænəsˌθiːziˈɒlədʒɪst/
anaesthetic|/ˌænəsˈθetɪk/
anaesthetist|/əˈniːsθətɪst/
anaesthetize|/əˈniːsθətaɪz/
anagram|/ˈænəɡræm/
anal|/ˈeɪnl/
analgesia|/ˌænəlˈdʒiːziə/
analgesic|/ˌænəlˈdʒiːzɪk/
analysand|/əˈnælɪzænd/
analyse|/ˈænəlaɪz/
analysis|/əˈnæləsɪs/
analyst|/ˈænəlɪst/
analytic|/ˌænəˈlɪtɪk/
analytical|/ˌænəˈlɪtɪkl/
analytically|/ˌænəˈlɪtɪkli/
analytics|/ˌænəˈlɪtɪks/
anally|/ˈeɪnəli/
analogy|/əˈnælədʒi/
analogous|/əˈnæləɡəs/
analogue|/ˈænəlɒɡ/
analphabetic|/ˌænælfəˈbetɪk/
anapaest|/ˈænəpiːst/
anapaestic|/ˌænəˈpiːstɪk/
anaphylactic|/ˌænəfɪˈlæktɪk/
anaphylaxis|/ˌænəfɪˈlæksɪs/
anaphora|/əˈnæfərə/
anaphoric|/ˌænəˈfɒrɪk/
anarchy|/ˈænəki/
anarchic|/əˈnɑːkɪk/
anarchism|/ˈænəkɪzəm/
anarchist|/ˈænəkɪst/
anarchistic|/ˌænəˈkɪstɪk/
anasazi|/ˌænəˈsɑːzi/
anathema|/əˈnæθəmə/
anatomy|/əˈnætəmi/
anatomical|/ˌænəˈtɒmɪkl/
anatomically|/ˌænəˈtɒmɪkli/
anatomist|/əˈnætəmɪst/
anc|/ˌeɪ en ˈsiː/
ancestor|/ˈænsestə(r)/
ancestral|/ænˈsestrəl/
ancestry|/ˈænsestri/
anchor|/ˈæŋkə(r)/
anchorage|/ˈæŋkərɪdʒ/
anchoress|/ˈæŋkəres/
anchorite|/ˈæŋkəraɪt/
anchorman|/ˈæŋkəmæn/
anchovy|/ˈæntʃəvi/
ancient|/ˈeɪnʃənt/
anciently|/ˈeɪnʃəntli/
ancillary|/ænˈsɪləri/
and|/ənd/
andante|/ænˈdænteɪ/
andy|/ˌændi ˈhɑːdi/
andorra|/ænˈdɔːrə/
andorran|/ænˈdɔːrən/
andrew|/ˌændruː kɑːˈneɪɡi/
androgen|/ˈændrədʒən/
androgynous|/ænˈdrɒdʒənəs/
android|/ˈændrɔɪd/
anecdotal|/ˌænɪkˈdəʊtl/
anecdotally|/ˌænɪkˈdəʊtəli/
anecdote|/ˈænɪkdəʊt/
anemia|NA
anemometer|/ˌænɪˈmɒmɪtə(r)/
anemone|/əˈneməni/
aneroid|/ˈænərɔɪd/
anesthesia|NA
anesthesiologist|/ˌænəsˌθiːziˈɒlədʒɪst/
anesthetic|/ˌænəsˈθetɪk/
anesthetist|/əˈniːsθətɪst/
anesthetize|/əˈniːsθətaɪz/
aneurysm|/ˈænjərɪzəm/
anew|/əˈnjuː/
angel|/ˈeɪndʒl/
angela|/ˌændʒələ ˈbræzɪl/
angeleno|/ˌændʒəˈliːnəʊ/
angelfish|/ˈeɪndʒlfɪʃ/
angelic|/ænˈdʒelɪk/
angelica|/ænˈdʒelɪkə/
angelically|/ænˈdʒelɪkli/
angelus|/ˈændʒələs/
anger|/ˈæŋɡə(r)/
angie|/ˈændʒi/
angina|/ænˈdʒaɪnə/
angioplasty|/ˈændʒiəʊplæsti/
angle|/ˈæŋɡl/
angler|/ˈæŋɡlə(r)/
anglican|/ˈæŋɡlɪkən/
anglicism|/ˈæŋɡlɪsɪzəm/
anglicize|/ˈæŋɡlɪsaɪz/
angling|/ˈæŋɡlɪŋ/
anglo|/ˈæŋɡləʊ/
anglomania|/ˌæŋɡləʊˈmeɪniə/
anglophile|/ˈæŋɡləʊfaɪl/
anglophobe|/ˈæŋɡləʊfəʊb/
anglophobia|/ˌæŋɡləʊˈfəʊbiə/
anglophobic|/ˌæŋɡləʊˈfəʊbɪk/
angola|/æŋˈɡəʊlə/
angolan|/æŋˈɡəʊlən/
angora|/æŋˈɡɔːrə/
angry|/ˈæŋɡri/
angrily|/ˈæŋɡrəli/
angst|/æŋst/
angstrom|/ˈæŋstrəm/
anguish|/ˈæŋɡwɪʃ/
anguished|/ˈæŋɡwɪʃt/
angular|/ˈæŋɡjələ(r)/
angus|/ˈæŋɡəs/
any|/ˈeni/
anybody|/ˈenibɒdi/
anyhow|/ˈenihaʊ/
animal|/ˈænɪml/
animate|/ˈænɪmeɪt/
animated|/ˈænɪmeɪtɪd/
animatedly|/ˈænɪmeɪtɪdli/
animation|/ˌænɪˈmeɪʃn/
animato|/ˌænɪˈmɑːtəʊ/
animator|/ˈænɪmeɪtə(r)/
anime|/ˈænɪmeɪ/
animism|/ˈænɪmɪzəm/
animist|/ˈænɪmɪst/
animistic|/ˌænɪˈmɪstɪk/
animosity|/ˌænɪˈmɒsəti/
animus|/ˈænɪməs/
anion|/ˈænaɪən/
anyone|/ˈeniwʌn/
anyplace|/ˈenipleɪs/
anise|/ˈænɪs/
aniseed|/ˈænəsiːd/
anita|/əˈniːtə/
anything|/ˈeniθɪŋ/
anyway|/ˈeniweɪ/
anywhere|/ˈeniweə(r)/
ankh|/æŋk/
ankylosaur|/ˈæŋkɪləsɔː(r)/
ankylosis|/ˌæŋkɪˈləʊsɪs/
ankle|/ˈæŋkl/
anklet|/ˈæŋklət/
anna|/ˈʌnə/
annabel|/ˈænəbel/
annalist|/ˈænəlɪst/
annals|/ˈænlz/
annapolis|/əˈnæpəlɪs/
anne|/ˌæn bəˈlɪn/
anneal|/əˈniːl/
annette|/əˈnet/
annex|/ˈæneks/
annexation|/ˌænekˈseɪʃn/
annexe|/ˈæneks/
annihilate|/əˈnaɪəleɪt/
annihilation|/əˌnaɪəˈleɪʃn/
anniversary|/ˌænɪˈvɜːsəri/
annoy|/əˈnɔɪ/
annoyance|/əˈnɔɪəns/
annoyed|/əˈnɔɪd/
annoying|/əˈnɔɪɪŋ/
annoyingly|/əˈnɔɪɪŋli/
annotate|/ˈænəteɪt/
annotated|/ˈænəteɪtɪd/
annotation|/ˌænəˈteɪʃn/
announce|/əˈnaʊns/
announcement|/əˈnaʊnsmənt/
announcer|/əˈnaʊnsə(r)/
annual|/ˈænjuəl/
annualized|/ˈænjuəlaɪzd/
annually|/ˈænjuəli/
annuity|/əˈnjuːəti/
annul|/əˈnʌl/
annular|/ˈænjələ(r)/
annulment|/əˈnʌlmənt/
annunciator|/əˈnʌnsieɪtə(r)/
anode|/ˈænəʊd/
anodyne|/ˈænədaɪn/
anodize|/ˈænədaɪz/
anoint|/əˈnɔɪnt/
anomaly|/əˈnɒməli/
anomalous|/əˈnɒmələs/
anomalously|/əˈnɒmələsli/
anomia|/əˈnəʊmiə/
anomie|/ˈænəmi/
anon|/əˈnɒn/
anonymity|/ˌænəˈnɪməti/
anonymous|/əˈnɒnɪməs/
anonymously|/əˈnɒnɪməsli/
anorak|/ˈænəræk/
anorexia|/ˌænəˈreksiə/
anorexic|/ˌænəˈreksɪk/
another|/əˈnʌðə(r)/
ansi|/ˈænsi/
answer|/ˈɑːnsə(r)/
answerable|/ˈɑːnsərəbl/
ant|/ænt/
antacid|/æntˈæsɪd/
antagonism|/ænˈtæɡənɪzəm/
antagonist|/ænˈtæɡənɪst/
antagonistic|/ænˌtæɡəˈnɪstɪk/
antagonistically|/ænˌtæɡəˈnɪstɪkli/
antagonize|/ænˈtæɡənaɪz/
antarctic|/ænˈtɑːktɪk/
antarctica|/ænˈtɑːktɪkə/
ante|/ˈænti/
anteater|/ˈæntiːtə(r)/
antebellum|/ˌæntiˈbeləm/
antecedent|/ˌæntɪˈsiːdnt/
antechamber|/ˈæntitʃeɪmbə(r)/
antedate|/ˈæntideɪt/
antediluvian|/ˌæntidɪˈluːviən/
antelope|/ˈæntɪləʊp/
antenatal|/ˌæntiˈneɪtl/
antenna|/ænˈtenə/
antepenultimate|/ˌæntipenˈʌltɪmət/
anterior|/ænˈtɪəriə(r)/
anteroom|/ˈæntiruːm/
anthem|/ˈænθəm/
anther|/ˈænθə(r)/
anthill|/ˈænthɪl/
anthology|/ænˈθɒlədʒi/
anthologize|/ænˈθɒlədʒaɪz/
anthony|/ˌæntəni ˈblʌnt/
anthracite|/ˈænθrəsaɪt/
anthrax|/ˈænθræks/
anthropocentric|/ˌænθrəpəˈsentrɪk/
anthropocentrism|/ˌænθrəpəˈsentrɪzəm/
anthropoid|/ˈænθrəpɔɪd/
anthropology|/ˌænθrəˈpɒlədʒi/
anthropological|/ˌænθrəpəˈlɒdʒɪkl/
anthropologist|/ˌænθrəˈpɒlədʒɪst/
anthropomorphic|/ˌænθrəpəˈmɔːfɪk/
anthropomorphism|/ˌænθrəpəˈmɔːfɪzəm/
anthroposophy|/ˌænθrəˈpɒsəfi/
anthroposophical|/ˌænθrəpəˈsɒfɪkl/
anthurium|/ænˈθjʊəriəm/
anti|/ˈænti/
antibacterial|/ˌæntibækˈtɪəriəl/
antibiotic|/ˌæntibaɪˈɒtɪk/
antibody|/ˈæntibɒdi/
antichrist|/ˈæntikraɪst/
anticyclone|/ˌæntiˈsaɪkləʊn/
anticipate|/ænˈtɪsɪpeɪt/
anticipation|/ænˌtɪsɪˈpeɪʃn/
anticipatory|/ænˌtɪsɪˈpeɪtəri/
anticlerical|/ˌæntiˈklerɪkl/
anticlericalism|/ˌæntiˈklerɪkəlɪzəm/
anticlimactic|/ˌæntiklaɪˈmæktɪk/
anticlimax|/ˌæntiˈklaɪmæks/
anticline|/ˈæntiklaɪn/
anticlockwise|/ˌæntiˈklɒkwaɪz/
anticoagulant|/ˌæntikəʊˈæɡjələnt/
anticonvulsant|/ˌæntikənˈvʌlsənt/
antics|/ˈæntɪks/
antidepressant|/ˌæntidɪˈpresnt/
antidote|/ˈæntidəʊt/
antifreeze|/ˈæntifriːz/
antigen|/ˈæntɪdʒən/
antigravity|/ˌæntiˈɡrævɪti/
antiguan|/ænˈtiːɡən/
antihistamine|/ˌæntiˈhɪstəmiːn/
antilogarithm|/ˌæntiˈlɒɡərɪðəm/
antimatter|/ˈæntimætə(r)/
antimony|/ˈæntɪməni/
antioxidant|/ˌæntiˈɒksɪdənt/
antiparticle|/ˈæntipɑːtɪkl/
antipasto|/ˌæntiˈpæstəʊ/
antipathetic|/ˌæntɪpəˈθetɪk/
antipathy|/ænˈtɪpəθi/
antiperspirant|/ˌæntiˈpɜːspərənt/
antipyretic|/ˌæntipaɪˈretɪk/
antipodean|/ˌæntɪpəˈdiːən/
antiproton|/ˈæntiprəʊtɒn/
antiquarian|/ˌæntɪˈkweəriən/
antiquated|/ˈæntɪkweɪtɪd/
antique|/ænˈtiːk/
antiquity|/ænˈtɪkwəti/
antirrhinum|/ˌæntɪˈraɪnəm/
antiseptic|/ˌæntiˈseptɪk/
antisocial|/ˌæntiˈsəʊʃl/
antithesis|/ænˈtɪθəsɪs/
antithetical|/ˌæntɪˈθetɪkl/
antitrust|/ˌæntiˈtrʌst/
antiviral|/ˌæntiˈvaɪrəl/
antivirus|/ˈæntivaɪrəs/
antler|/ˈæntlə(r)/
antoinette|/ˌæntwəˈnet/
antonia|/ænˈtəʊniə/
antonym|/ˈæntənɪm/
antsy|/ˈæntsi/
anus|/ˈeɪnəs/
anvil|/ˈænvɪl/
anxiety|/æŋˈzaɪəti/
anxious|/ˈæŋkʃəs/
anxiously|/ˈæŋkʃəsli/
anzac|/ˈænzæk/
aob|/ˌeɪ əʊ ˈbiː/
aoife|/ˈiːfə/
aorta|/eɪˈɔːtə/
aotearoa|/aʊˌteɪəˈrəʊə/
ap|/ˌeɪ ˈpiː/
apace|/əˈpeɪs/
apache|/əˈpætʃi/
apart|/əˈpɑːt/
apartheid|/əˈpɑːtaɪt/
apartment|/əˈpɑːtmənt/
apathetic|/ˌæpəˈθetɪk/
apathetically|/ˌæpəˈθetɪkli/
apathy|/ˈæpəθi/
apatosaurus|/əˌpætəˈsɔːrəs/
ape|/eɪp/
apeman|/ˈeɪpmæn/
apercu|/ˌæpeəˈsjuː/
aperitif|/əˌperəˈtiːf/
aperture|/ˈæpətʃə(r)/
apex|/ˈeɪpeks/
aphasia|/əˈfeɪziə/
aphid|/ˈeɪfɪd/
aphorism|/ˈæfərɪzəm/
aphoristic|/ˌæfəˈrɪstɪk/
aphrodisiac|/ˌæfrəˈdɪziæk/
apiary|/ˈeɪpiəri/
apicultural|/ˌeɪpɪˈkʌltʃərəl/
apiculture|/ˈeɪpɪkʌltʃə(r)/
apiculturist|/ˌeɪpɪˈkʌltʃərɪst/
apiece|/əˈpiːs/
aplenty|/əˈplenti/
aplomb|/əˈplɒm/
apnoea|/ˈæpniə/
apocalypse|/əˈpɒkəlɪps/
apocalyptic|/əˌpɒkəˈlɪptɪk/
apocope|/əˈpɒkəpi/
apocrypha|/əˈpɒkrɪfə/
apocryphal|/əˈpɒkrɪfl/
apogee|/ˈæpədʒiː/
apolitical|/ˌeɪpəˈlɪtɪkl/
apollonian|/ˌæpəˈləʊniən/
apologetic|/əˌpɒləˈdʒetɪk/
apologetically|/əˌpɒləˈdʒetɪkli/
apology|/əˈpɒlədʒi/
apologia|/ˌæpəˈləʊdʒiə/
apologist|/əˈpɒlədʒɪst/
apologize|/əˈpɒlədʒaɪz/
apoplectic|/ˌæpəˈplektɪk/
apoplexy|/ˈæpəpleksi/
aporia|/əˈpɔːriə/
apostasy|/əˈpɒstəsi/
apostate|/əˈpɒsteɪt/
apostle|/əˈpɒsl/
apostolic|/ˌæpəˈstɒlɪk/
apostrophe|/əˈpɒstrəfi/
apostrophize|/əˈpɒstrəfaɪz/
apothecary|/əˈpɒθəkəri/
apotheosis|/əˌpɒθiˈəʊsɪs/
app|/æp/
appal|/əˈpɔːl/
appalachia|/ˌæpəˈleɪʃə/
appalled|/əˈpɔːld/
appalling|/əˈpɔːlɪŋ/
appallingly|/əˈpɔːlɪŋli/
apparat|/ˌæpəˈrɑːt/
apparatchik|/ˌæpəˈrætʃɪk/
apparatus|/ˌæpəˈreɪtəs/
apparel|/əˈpærəl/
apparent|/əˈpærənt/
apparently|/əˈpærəntli/
apparition|/ˌæpəˈrɪʃn/
appeal|/əˈpiːl/
appealing|/əˈpiːlɪŋ/
appealingly|/əˈpiːlɪŋli/
appear|/əˈpɪə(r)/
appearance|/əˈpɪərəns/
appease|/əˈpiːz/
appeasement|/əˈpiːzmənt/
appellant|/əˈpelənt/
appellation|/ˌæpəˈleɪʃn/
appellative|/əˈpelətɪv/
append|/əˈpend/
appendage|/əˈpendɪdʒ/
